GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,AT5AA,AT5AB,AL8AA,AL8AB,AL8AC,AL8AD,AL8AE,AL8AF,AL8AG,AL8AH,AJ6AA,AJ6AB,AJ6AC,AJ6AD,AJ6AE,AJ6AF,AJ6AG,AJ6AH,AJ6AI,AJ6AJ,AJ6AK,AJ6AL,AJ6AM,AJ6AN,AJ6AO,AJ6AP,AJ6AQ,AJ6AR,AJ6AS,AJ6AT,AJ6AU,AJ6AV,AJ6AW,AJ6AX,AJ6AY,AJ6AZ,AJ6BA,AJ6BB,AJ6BC,AJ6BD,AT5AAM,AT5ABM,AL8AAM,AL8ABM,AL8ACM,AL8ADM,AL8AEM,AL8AFM,AL8AGM,AJ6AAM,AJ6ABM,AJ6ACM,AJ6ADM,AJ6AEM,AJ6AFM,AJ6AGM,AJ6AHM,AJ6AIM,AJ6AJM,AJ6AKM,AJ6ALM,AJ6AMM,AJ6ANM,AJ6AOM,AJ6APM,AJ6AQM,AJ6ARM,AJ6ASM,AJ6ATM,AJ6AUM,AJ6AVM,AJ6AWM,AJ6AXM,AJ6AYM,AJ6AZM,AJ6BAM,AJ6BBM,AJ6BCM
"G4200510","1970","Pennsylvania","42","Fayette","051","Fayette",150259,4408,133729,12096,1211,2794,7531,560,298,4080,0,7,0,6,269,359,21,232,0,0,36,1103,6,736,271,0,446,35,445,79,0,15,34,5,22,5,0,126,64,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200530","1970","Pennsylvania","42","Forest","053","Forest",4855,71,4286,411,87,143,153,28,6,157,0,0,0,0,13,0,0,0,0,0,0,9,0,0,0,0,11,0,20,0,0,0,9,0,0,0,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200550","1970","Pennsylvania","42","Franklin","055","Franklin",100006,827,83040,13961,2491,2435,8524,511,308,2651,0,26,0,0,134,32,25,115,0,5,78,33,0,21,26,0,20,0,45,57,26,12,56,7,7,26,0,43,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200570","1970","Pennsylvania","42","Fulton","057","Fulton",10764,12,9284,1130,17,55,1043,15,12,330,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200590","1970","Pennsylvania","42","Greene","059","Greene",35347,743,27657,6229,495,1186,4335,213,89,1370,0,0,0,0,76,135,0,32,0,0,0,78,0,80,30,0,80,0,153,0,0,7,26,13,9,0,0,15,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200610","1970","Pennsylvania","42","Huntingdon","061","Huntingdon",38830,278,34748,2452,686,486,1152,128,82,1566,6,8,0,0,12,25,9,34,8,0,0,83,9,0,0,0,15,0,10,10,0,6,6,12,0,0,0,18,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200630","1970","Pennsylvania","42","Indiana","063","Indiana",77875,1576,70028,5203,1111,1825,1948,319,161,2387,0,21,0,6,108,136,8,108,0,0,0,466,0,146,80,39,85,0,109,20,15,0,47,0,7,15,0,31,11,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200650","1970","Pennsylvania","42","Jefferson","065","Jefferson",42930,765,39037,2648,869,724,882,173,133,1168,7,14,0,0,65,64,0,59,0,0,0,296,0,110,31,0,48,0,43,0,0,5,13,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200670","1970","Pennsylvania","42","Juniata","067","Juniata",16681,30,15727,629,139,231,227,32,26,307,0,0,0,0,23,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200690","1970","Pennsylvania","42","Lackawanna","069","Lackawanna",223727,10380,198656,15135,9429,2198,2807,701,724,9378,11,191,4,14,1176,708,36,462,22,37,89,3074,45,532,247,332,1787,15,117,435,16,31,102,42,6,25,0,157,66,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200710","1970","Pennsylvania","42","Lancaster","071","Lancaster",315527,4166,276385,28852,9209,5892,12474,1277,2472,7891,19,82,0,44,383,109,70,967,67,94,404,408,0,35,59,22,80,58,327,155,26,13,107,30,13,59,12,222,83,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200730","1970","Pennsylvania","42","Lawrence","073","Lawrence",102895,4479,89124,10447,1458,5513,2893,583,249,3186,0,37,0,28,330,278,0,235,0,7,169,1815,0,139,67,8,429,171,249,104,0,14,110,7,0,0,0,123,38,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200750","1970","Pennsylvania","42","Lebanon","075","Lebanon",98251,1414,88017,6701,2125,1315,2915,346,790,2796,11,0,0,0,115,138,19,227,7,0,31,197,0,59,30,15,36,15,183,73,7,34,58,0,0,0,9,30,44,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200770","1970","Pennsylvania","42","Lehigh","077","Lehigh",245453,9851,212734,23932,12112,4737,5850,1233,1799,7218,24,94,33,55,437,1581,155,1046,108,84,202,788,87,777,877,59,470,52,381,504,35,22,651,26,65,19,33,257,197,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200790","1970","Pennsylvania","42","Luzerne","079","Luzerne",329267,13034,295762,17933,10637,2565,3914,817,1335,14095,11,89,15,14,1158,994,107,553,5,28,42,2851,0,1084,230,663,2833,33,339,384,0,6,283,31,53,60,12,161,125,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200810","1970","Pennsylvania","42","Lycoming","081","Lycoming",111945,1351,99519,9211,4322,1814,2390,685,244,2947,0,14,0,15,258,41,0,294,0,7,19,318,0,6,0,7,50,0,20,19,26,14,54,7,0,0,0,120,20,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200830","1970","Pennsylvania","42","McKean","083","Mc Kean",50983,932,40135,9088,6377,1148,1340,223,158,1606,0,6,0,114,48,25,7,42,8,7,25,325,0,55,0,0,40,0,37,7,12,7,32,0,0,0,0,81,14,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200850","1970","Pennsylvania","42","Mercer","085","Mercer",123552,3623,103702,15476,2212,7471,5164,629,399,3900,0,31,0,20,250,193,19,213,0,25,86,794,5,343,239,18,233,115,627,108,0,0,42,0,7,9,8,127,28,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200870","1970","Pennsylvania","42","Mifflin","087","Mifflin",44918,350,41592,2161,649,627,753,132,72,1134,0,9,0,0,83,25,5,37,0,0,11,54,0,0,6,5,5,0,8,0,0,0,39,33,0,0,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200890","1970","Pennsylvania","42","Monroe","089","Monroe",44140,1282,34183,7362,5058,1002,1070,232,214,2417,7,37,0,0,106,85,18,429,6,29,24,160,0,41,5,0,54,4,37,39,6,24,28,13,5,0,6,52,43,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200910","1970","Pennsylvania","42","Montgomery","091","Montgomery",594102,29697,477675,88098,39833,17447,26544,4274,3699,24407,72,1431,94,133,3789,848,221,4202,189,137,256,6506,16,414,997,232,1385,396,877,2321,236,167,944,176,118,379,135,1184,873,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200930","1970","Pennsylvania","42","Montour","093","Montour",16209,299,13621,1002,503,135,303,61,45,1550,0,6,0,0,0,14,0,17,0,0,0,0,0,35,0,7,11,0,10,0,0,0,7,0,7,0,0,0,13,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200950","1970","Pennsylvania","42","Northampton","095","Northampton",204050,10318,169491,25445,16433,3438,4633,941,2788,6356,13,62,18,32,393,951,118,751,27,27,425,2079,166,477,1386,108,496,27,486,376,59,20,358,15,13,33,367,264,176,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200970","1970","Pennsylvania","42","Northumberland","097","Northumberland",97452,1738,91067,4019,1625,772,1326,296,200,2140,0,20,0,0,114,239,0,104,0,8,13,421,6,38,43,34,396,0,130,59,0,7,0,6,5,0,0,51,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200990","1970","Pennsylvania","42","Perry","099","Perry",28553,62,26407,1274,275,305,618,76,70,785,0,0,0,0,15,0,0,9,0,0,0,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201010","1970","Pennsylvania","42","Philadelphia","101","Philadelphia",1821712,126896,1360069,293198,71817,20267,194101,7013,23311,144515,154,6060,292,346,9514,3603,1122,10849,159,214,1312,25629,440,1219,2505,1741,11116,1901,2999,23349,1317,611,5370,698,348,1398,126,2387,4492,5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201030","1970","Pennsylvania","42","Pike","103","Pike",10997,821,5298,5119,4442,326,264,87,49,575,17,85,55,6,52,46,15,319,6,21,0,38,0,15,18,0,22,0,0,0,0,0,9,0,0,0,0,44,33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201050","1970","Pennsylvania","42","Potter","105","Potter",16192,203,12549,3083,2384,218,420,61,34,568,0,0,11,13,15,0,6,36,0,0,9,46,0,16,5,0,17,0,0,0,0,5,7,0,0,0,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201070","1970","Pennsylvania","42","Schuylkill","107","Schuylkill",156357,3729,146633,4842,2265,870,1412,295,353,4506,0,25,0,0,253,409,13,254,0,0,99,467,17,329,63,445,723,0,195,161,0,18,52,0,21,8,0,26,0,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201090","1970","Pennsylvania","42","Snyder","109","Snyder",29190,79,24864,1983,653,604,606,120,65,2270,0,0,0,0,65,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201110","1970","Pennsylvania","42","Somerset","111","Somerset",74415,1622,67238,5306,690,1141,3291,184,147,1787,7,0,7,0,146,183,0,132,0,0,0,317,0,306,127,3,157,0,46,26,0,0,24,0,0,0,20,53,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201130","1970","Pennsylvania","42","Sullivan","113","Sullivan",5841,120,5224,419,284,47,69,19,17,197,0,0,0,0,15,27,0,21,0,9,0,13,0,0,0,8,9,0,6,0,0,0,0,0,0,0,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201150","1970","Pennsylvania","42","Susquehanna","115","Susquehanna",33659,685,26141,6574,5638,314,469,153,100,892,0,24,6,22,34,52,0,103,8,14,23,99,0,15,25,0,124,0,67,20,0,0,6,5,0,0,0,13,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201170","1970","Pennsylvania","42","Tioga","117","Tioga",39359,332,31689,6400,4826,606,803,165,92,1141,0,0,0,22,78,11,0,51,21,0,16,31,0,0,0,0,37,0,7,9,0,0,5,0,0,7,0,32,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201190","1970","Pennsylvania","42","Union","119","Union",28346,257,22058,4551,1977,765,1681,128,114,1634,0,8,0,0,18,7,20,28,0,0,0,22,0,6,0,0,0,0,0,0,8,0,6,0,0,28,0,75,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201210","1970","Pennsylvania","42","Venango","121","Venango",61632,721,55181,4341,1130,1766,1187,258,169,1845,7,14,8,6,78,14,5,62,0,0,23,83,0,31,13,20,163,0,17,13,0,21,13,0,8,14,0,79,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201230","1970","Pennsylvania","42","Warren","123","Warren",46732,950,38988,6038,3328,1435,1013,262,110,1512,50,10,7,147,80,30,0,61,0,20,19,233,0,35,6,0,119,8,36,0,0,0,11,0,0,4,0,35,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201250","1970","Pennsylvania","42","Washington","125","Washington",202555,8321,174895,22108,2783,7009,11309,1007,616,5110,0,54,13,31,722,742,216,280,65,0,225,2305,0,943,417,78,827,0,702,88,84,14,194,15,19,0,13,86,49,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201270","1970","Pennsylvania","42","Wayne","127","Wayne",28698,883,22959,4529,3643,226,519,141,102,1098,12,42,14,11,69,20,24,213,8,7,8,70,0,18,16,29,111,11,113,13,0,0,0,0,8,0,12,43,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201290","1970","Pennsylvania","42","Westmoreland","129","Westmoreland",363887,13033,327865,25504,4973,8419,10166,1946,1034,9551,13,63,14,91,1215,937,157,633,54,28,242,4218,8,1135,349,114,1235,16,815,208,51,25,323,29,37,25,32,237,107,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201310","1970","Pennsylvania","42","Wyoming","131","Wyoming",18856,226,15972,2344,1317,481,409,137,59,410,0,5,0,0,33,12,0,41,5,0,0,33,0,14,7,19,17,0,13,0,0,7,0,0,0,0,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4201330","1970","Pennsylvania","42","York","133","York",270091,2512,221982,30976,6919,4448,18455,1154,952,16147,6,25,27,28,449,58,33,409,68,18,123,325,10,50,27,6,84,12,38,48,30,54,188,0,7,0,6,244,44,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4400010","1970","Rhode Island","44","Bristol","001","Bristol",40954,4983,25159,13956,10860,1450,1243,403,419,1432,0,80,0,12,321,0,7,102,7,0,14,652,2080,16,10,0,70,0,21,29,0,0,18,45,843,52,19,327,82,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4400030","1970","Rhode Island","44","Kent","003","Kent",134811,7571,103887,24960,17757,2860,3350,993,1037,4997,7,306,21,384,1083,103,161,486,40,26,61,1070,773,35,30,4,271,8,148,154,27,48,129,30,114,62,16,1468,235,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4400050","1970","Rhode Island","44","Newport","005","Newport",90165,4394,33108,50719,27937,7896,10929,3957,1303,4947,20,277,6,18,416,21,92,269,33,6,101,209,598,26,14,7,101,0,103,97,36,24,510,18,527,19,23,404,163,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4400070","1970","Rhode Island","44","Providence","007","Providence",526925,53335,403649,86577,65820,6705,11207,2845,5223,31435,100,1887,137,779,5029,519,710,1352,127,108,592,11244,8409,102,63,186,2335,131,832,2177,321,160,1671,195,1669,199,61,9182,921,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4400090","1970","Rhode Island","44","Washington","009","Washington",81615,4091,42426,31580,18205,4727,6397,2251,1257,6438,20,59,59,87,690,14,33,205,20,45,6,1066,67,14,20,7,97,7,216,28,107,109,409,12,37,26,26,392,93,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500010","1970","South Carolina","45","Abbeville","001","Abbeville",21099,13,18099,2281,250,98,1834,99,30,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500030","1970","South Carolina","45","Aiken","003","Aiken",90506,517,56937,29234,2573,2571,23498,592,417,3900,5,5,13,0,108,6,34,126,0,0,47,32,4,5,0,0,0,0,15,6,0,10,13,0,0,13,0,69,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500050","1970","South Carolina","45","Allendale","005","Allendale",9659,33,8441,846,121,44,660,21,12,360,0,0,0,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500070","1970","South Carolina","45","Anderson","007","Anderson",105307,167,84709,14712,974,960,12485,293,189,5658,6,0,0,0,40,15,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,17,17,0,0,6,5,9,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500090","1970","South Carolina","45","Bamberg","009","Bamberg",15913,37,13955,1078,201,109,746,22,4,871,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500110","1970","South Carolina","45","Barnwell","011","Barnwell",17148,28,14750,2001,232,297,1432,40,6,389,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500130","1970","South Carolina","45","Beaufort","013","Beaufort",50607,529,20768,26771,6810,4029,13926,2006,395,2627,0,0,0,0,80,12,5,83,0,8,0,21,6,6,6,0,0,0,5,6,0,58,46,0,0,36,0,88,42,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500150","1970","South Carolina","45","Berkeley","015","Berkeley",55770,427,37331,15257,2659,2237,8843,1518,585,2573,31,11,0,17,74,7,7,72,0,0,12,0,0,6,0,0,0,0,33,0,0,35,64,0,10,7,0,22,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500170","1970","South Carolina","45","Calhoun","017","Calhoun",10774,6,9878,577,193,32,343,9,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500190","1970","South Carolina","45","Charleston","019","Charleston",244929,2716,155229,73109,14226,11602,41758,5523,1969,14241,24,28,15,25,430,34,60,306,8,7,144,38,14,15,7,0,170,0,43,53,7,21,690,21,97,19,3,193,116,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500210","1970","South Carolina","45","Cherokee","021","Cherokee",36752,39,31657,3931,194,134,3530,73,21,1142,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500230","1970","South Carolina","45","Chester","023","Chester",29748,63,25820,2828,287,95,2349,97,61,1004,0,0,0,0,38,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500250","1970","South Carolina","45","Chesterfield","025","Chesterfield",33594,73,28527,3710,220,101,3368,21,31,1331,0,0,0,0,19,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500270","1970","South Carolina","45","Clarendon","027","Clarendon",25571,33,23611,1275,333,65,845,32,14,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500290","1970","South Carolina","45","Colleton","029","Colleton",27527,95,24478,2141,473,225,1363,80,77,848,0,10,0,0,40,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500310","1970","South Carolina","45","Darlington","031","Darlington",53342,100,46688,4338,661,402,3125,150,89,2219,0,0,0,0,7,0,0,35,0,22,0,0,0,0,0,0,0,0,7,7,0,0,10,0,6,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500330","1970","South Carolina","45","Dillon","033","Dillon",28821,17,25092,2853,257,124,2396,76,23,843,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500350","1970","South Carolina","45","Dorchester","035","Dorchester",32133,143,23236,7136,1257,977,4350,552,243,1448,0,0,0,0,41,0,0,37,0,0,13,0,0,0,0,0,0,0,0,6,0,8,15,0,0,10,0,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500370","1970","South Carolina","45","Edgefield","037","Edgefield",15685,7,13140,1774,95,106,1552,21,9,762,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500390","1970","South Carolina","45","Fairfield","039","Fairfield",19988,11,18015,1364,169,91,1066,38,17,593,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500410","1970","South Carolina","45","Florence","041","Florence",89236,400,74806,10389,1627,892,7585,285,123,3890,0,15,0,0,51,0,7,18,0,0,120,11,0,0,14,0,0,0,20,0,6,0,59,0,0,0,0,24,42,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500430","1970","South Carolina","45","Georgetown","043","Georgetown",33302,198,28843,2991,482,413,2007,89,70,1363,0,0,0,0,22,7,6,50,0,0,0,0,0,0,0,0,0,0,5,0,0,0,49,0,0,0,0,52,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500450","1970","South Carolina","45","Greenville","045","Greenville",239035,1511,175847,51908,6197,6059,37713,1939,748,10444,5,15,0,7,287,32,37,156,57,13,180,18,0,7,9,0,7,17,51,16,38,24,108,50,15,71,8,163,83,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500470","1970","South Carolina","45","Greenwood","047","Greenwood",49564,122,40621,6645,591,388,5436,230,66,2205,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,11,49,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500490","1970","South Carolina","45","Hampton","049","Hampton",15845,33,14144,1174,199,62,900,13,0,518,7,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500510","1970","South Carolina","45","Horry","051","Horry",69442,550,52634,13389,1963,1692,9168,566,574,2870,0,0,0,0,79,8,18,146,12,0,22,17,0,6,7,0,6,19,43,14,7,6,38,8,14,0,8,35,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500530","1970","South Carolina","45","Jasper","053","Jasper",11885,0,9762,1716,240,113,1348,15,15,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500550","1970","South Carolina","45","Kershaw","055","Kershaw",34632,95,28094,4984,791,489,3500,204,77,1476,12,3,0,0,28,6,0,22,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500570","1970","South Carolina","45","Lancaster","057","Lancaster",43233,95,36497,4968,274,303,4223,168,87,1674,0,0,0,0,20,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500590","1970","South Carolina","45","Laurens","059","Laurens",49642,71,43263,4839,457,281,4022,79,60,1467,0,0,0,0,27,0,0,21,0,0,6,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500610","1970","South Carolina","45","Lee","061","Lee",18323,0,17002,818,74,78,660,6,5,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500630","1970","South Carolina","45","Lexington","063","Lexington",88617,395,68547,16221,1952,2063,11501,705,354,3446,0,0,13,8,90,0,21,66,7,0,8,22,0,0,10,6,7,0,29,17,13,0,8,13,0,0,0,26,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500650","1970","South Carolina","45","McCormick","065","Mc Cormick",7936,19,6860,665,100,7,543,15,4,407,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500670","1970","South Carolina","45","Marion","067","Marion",30211,59,26982,2165,425,100,1598,42,0,1077,0,0,0,0,19,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500690","1970","South Carolina","45","Marlboro","069","Marlboro",27116,35,23094,3104,352,161,2528,63,61,860,6,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500710","1970","South Carolina","45","Newberry","071","Newberry",29230,43,25549,2395,334,199,1811,51,65,1214,0,0,0,0,7,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500730","1970","South Carolina","45","Oconee","073","Oconee",40664,64,33082,5794,301,384,4946,163,66,1694,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,19,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500750","1970","South Carolina","45","Orangeburg","075","Orangeburg",69605,184,61720,5628,1049,661,3709,209,127,2053,0,6,7,0,14,8,0,20,0,0,0,0,0,0,14,0,6,0,0,0,0,0,63,0,0,20,0,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500770","1970","South Carolina","45","Pickens","077","Pickens",58649,307,44212,9766,1275,1153,7042,296,177,4478,0,0,7,0,37,11,16,35,0,12,0,5,0,0,0,0,0,0,0,0,19,33,45,0,30,0,0,25,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
