GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,AT5AA,AT5AB,AL8AA,AL8AB,AL8AC,AL8AD,AL8AE,AL8AF,AL8AG,AL8AH,AJ6AA,AJ6AB,AJ6AC,AJ6AD,AJ6AE,AJ6AF,AJ6AG,AJ6AH,AJ6AI,AJ6AJ,AJ6AK,AJ6AL,AJ6AM,AJ6AN,AJ6AO,AJ6AP,AJ6AQ,AJ6AR,AJ6AS,AJ6AT,AJ6AU,AJ6AV,AJ6AW,AJ6AX,AJ6AY,AJ6AZ,AJ6BA,AJ6BB,AJ6BC,AJ6BD,AT5AAM,AT5ABM,AL8AAM,AL8ABM,AL8ACM,AL8ADM,AL8AEM,AL8AFM,AL8AGM,AJ6AAM,AJ6ABM,AJ6ACM,AJ6ADM,AJ6AEM,AJ6AFM,AJ6AGM,AJ6AHM,AJ6AIM,AJ6AJM,AJ6AKM,AJ6ALM,AJ6AMM,AJ6ANM,AJ6AOM,AJ6APM,AJ6AQM,AJ6ARM,AJ6ASM,AJ6ATM,AJ6AUM,AJ6AVM,AJ6AWM,AJ6AXM,AJ6AYM,AJ6AZM,AJ6BAM,AJ6BBM,AJ6BCM
"G2200650","1990","Louisiana","22","Madison","065","Madison Parish",12439,24,9079,3346,50,189,2953,154,14,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200670","1990","Louisiana","22","Morehouse","067","Morehouse Parish",31898,40,25968,5863,150,586,4647,480,67,,0,0,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200690","1990","Louisiana","22","Natchitoches","069","Natchitoches Parish",36435,254,30763,5455,345,981,3501,628,217,,0,4,0,0,2,0,0,63,0,0,0,2,0,0,0,0,0,0,0,0,0,5,55,0,0,0,35,0,82,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200710","1990","Louisiana","22","Orleans","071","Orleans Parish",476154,20784,384582,88784,12200,15380,53797,7407,2788,,31,100,82,39,587,64,417,561,62,47,172,346,0,45,72,0,106,46,334,144,454,187,5879,599,113,1584,530,285,6926,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200730","1990","Louisiana","22","Ouachita","073","Ouachita Parish",140930,1261,110840,29442,1591,4885,20483,2483,648,,7,16,0,11,31,0,19,90,0,0,8,18,0,0,0,0,12,0,38,8,95,18,548,18,10,7,61,65,110,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200750","1990","Louisiana","22","Plaquemines","075","Plaquemines Parish",24895,680,20157,4587,412,953,2724,498,151,,0,9,0,8,23,0,15,13,0,6,6,0,0,0,0,0,0,0,124,0,0,24,328,0,0,0,57,0,55,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200770","1990","Louisiana","22","Pointe Coupee","077","Pointe Coupee Parish",22412,128,20771,1601,102,305,1113,81,40,,0,0,0,0,3,0,3,31,0,0,0,4,0,0,0,0,0,0,15,0,0,0,17,0,0,8,0,5,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200790","1990","Louisiana","22","Rapides","079","Rapides Parish",129986,1570,101494,27086,2369,5164,16560,2993,1406,,0,27,10,0,140,0,43,111,15,0,0,22,0,16,17,0,22,18,21,33,33,37,648,28,6,0,59,77,129,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200810","1990","Louisiana","22","Red River","081","Red River Parish",9380,7,8369,992,41,211,665,75,19,,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200830","1990","Louisiana","22","Richland","083","Richland Parish",20574,55,17629,2921,71,300,2342,208,24,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,7,0,6,6,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200850","1990","Louisiana","22","Sabine","085","Sabine Parish",22547,99,18330,4109,169,621,2919,400,108,,0,0,0,0,15,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200870","1990","Louisiana","22","St Bernard","087","St. Bernard Parish",65215,1416,58549,6427,776,974,4184,493,239,,13,0,0,0,28,0,0,31,0,0,17,69,0,8,4,7,0,0,32,5,65,4,398,11,0,76,38,29,523,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200890","1990","Louisiana","22","St Charles","089","St. Charles Parish",41906,531,34364,7246,728,1494,4492,532,296,,11,0,0,0,28,0,6,25,0,20,0,0,0,0,0,0,15,0,0,0,6,17,44,18,0,39,18,8,230,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200910","1990","Louisiana","22","St Helena","091","St. Helena Parish",9857,17,8634,1207,77,123,963,44,16,,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200930","1990","Louisiana","22","St James","093","St. James Parish",20818,61,20302,489,37,94,319,39,27,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,10,0,0,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200950","1990","Louisiana","22","St John The Baptist","095","St. John the Baptist Parish",39273,723,32871,6133,620,1306,3666,541,269,,0,4,0,6,54,6,25,63,0,0,0,7,0,0,0,0,7,6,0,0,7,13,154,35,0,64,20,12,236,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200970","1990","Louisiana","22","St Landry","097","St. Landry Parish",80120,211,75500,4499,332,601,3112,454,121,,2,0,0,0,0,0,20,32,0,0,0,7,0,0,0,0,0,0,0,0,0,4,71,1,0,10,0,7,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200990","1990","Louisiana","22","St Martin","099","St. Martin Parish",43581,397,41446,2081,174,373,1350,184,54,,0,25,6,0,9,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,5,0,204,0,0,41,0,12,76,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201010","1990","Louisiana","22","St Mary","101","St. Mary Parish",56922,1164,50185,6545,527,951,4498,569,192,,0,22,0,0,19,0,6,21,22,0,0,6,0,0,0,0,0,0,9,8,0,0,531,23,0,82,138,18,220,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201030","1990","Louisiana","22","St Tammany","103","St. Tammany Parish",142033,2475,94547,46508,5215,9664,27751,3878,978,,22,8,20,15,325,9,34,185,63,1,20,41,15,4,24,6,37,5,74,5,170,32,334,58,9,122,99,201,492,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201050","1990","Louisiana","22","Tangipahoa","105","Tangipahoa Parish",85005,704,69749,14984,906,2495,10618,965,272,,0,7,6,15,58,0,9,42,8,0,0,25,0,0,18,0,5,0,26,0,43,12,185,10,0,71,80,6,51,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201070","1990","Louisiana","22","Tensas","107","Tensas Parish",7075,28,5437,1633,53,151,1325,104,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201090","1990","Louisiana","22","Terrebonne","109","Terrebonne Parish",96072,910,85982,9745,773,1852,6144,976,345,,24,15,13,0,47,6,43,57,9,10,0,0,0,0,8,0,0,0,0,0,93,0,353,20,8,59,32,30,69,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201110","1990","Louisiana","22","Union","111","Union Parish",20607,83,16593,3968,147,345,3097,379,46,,0,0,0,0,5,0,0,2,0,6,0,7,0,0,0,0,0,0,1,0,6,0,28,0,0,0,8,13,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201130","1990","Louisiana","22","Vermilion","113","Vermilion Parish",49435,620,46301,3057,208,391,2075,383,77,,9,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,391,8,0,24,6,2,117,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201150","1990","Louisiana","22","Vernon","115","Vernon Parish",59748,2213,24572,32347,3629,7357,17148,4213,2829,,0,32,0,0,42,25,63,550,10,6,2,19,0,12,2,0,0,0,27,8,9,33,844,11,36,21,48,19,299,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201170","1990","Louisiana","22","Washington","117","Washington Parish",42987,198,34145,8821,279,676,7402,464,21,,0,0,0,0,0,3,0,13,4,0,0,0,0,0,0,0,0,0,0,0,15,0,65,0,0,0,0,8,70,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201190","1990","Louisiana","22","Webster","119","Webster Parish",41850,139,31946,9743,322,1170,7443,808,161,,0,0,0,0,28,0,0,36,0,0,0,0,0,0,0,0,0,0,5,11,0,19,14,0,0,0,8,0,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201210","1990","Louisiana","22","West Baton Rouge","121","West Baton Rouge Parish",19344,75,17568,1755,121,292,1221,121,21,,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,10,0,14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201230","1990","Louisiana","22","West Carroll","123","West Carroll Parish",12075,18,9216,2851,32,242,2462,115,8,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201250","1990","Louisiana","22","West Feliciana","125","West Feliciana Parish",12833,82,9959,2788,202,385,2006,195,86,,0,2,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,12,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2201270","1990","Louisiana","22","Winn","127","Winn Parish",16195,74,14323,1856,69,187,1328,272,16,,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,6,22,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300010","1990","Maine","23","Androscoggin","001","Androscoggin County",101606,3653,80800,19947,12443,2294,3649,1561,859,,0,0,2,12,127,14,42,153,6,10,15,44,7,17,0,0,76,0,42,12,97,20,171,45,25,14,31,2507,48,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300030","1990","Maine","23","Aroostook","003","Aroostook County",82220,4716,62384,17193,8812,3025,3508,1848,2643,,0,8,10,10,187,2,20,136,14,0,8,19,2,1,0,0,16,0,18,13,46,24,142,19,10,11,23,3846,73,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300050","1990","Maine","23","Cumberland","005","Cumberland County",235184,7951,157458,75712,51840,9176,9574,5122,2014,,19,167,92,91,682,35,129,521,86,26,153,214,24,116,30,22,368,37,116,123,66,107,1617,73,33,0,98,2443,317,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300070","1990","Maine","23","Franklin","007","Franklin County",28468,540,21293,6980,5129,560,852,439,195,,0,4,0,1,72,3,13,46,8,4,2,0,2,0,0,0,5,0,14,0,0,1,36,0,8,0,0,290,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300090","1990","Maine","23","Hancock","009","Hancock County",45856,1092,31190,14275,9278,1875,2111,1011,391,,5,24,23,24,129,4,29,117,35,5,2,12,0,2,11,0,9,0,26,6,53,55,64,7,17,0,36,276,83,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300110","1990","Maine","23","Kennebec","011","Kennebec County",112710,3194,87003,24697,17238,2727,3057,1675,1010,,5,26,9,10,237,27,34,183,17,9,26,14,0,9,2,0,51,0,33,13,64,8,440,13,16,13,13,1718,77,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300130","1990","Maine","23","Knox","013","Knox County",35749,561,24547,10940,7744,1201,1365,630,262,,0,12,21,30,83,0,11,76,1,0,0,18,2,8,0,1,10,0,42,5,2,0,15,0,9,0,2,201,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300150","1990","Maine","23","Lincoln","015","Lincoln County",29720,637,19261,10276,7540,1106,1094,536,183,,5,21,2,0,153,4,8,88,16,0,2,2,0,0,0,0,24,2,25,26,11,4,10,2,0,0,0,164,54,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300170","1990","Maine","23","Oxford","017","Oxford County",51665,937,38038,13244,10191,1027,1393,633,383,,0,2,3,0,110,7,16,90,9,2,7,28,3,0,3,6,22,0,0,1,2,17,39,9,4,0,15,494,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300190","1990","Maine","23","Penobscot","019","Penobscot County",142703,3898,109742,31591,21028,3780,4403,2380,1370,,4,65,23,24,348,11,52,257,15,0,55,32,26,5,8,0,24,0,42,28,161,101,444,17,37,11,60,1787,174,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300210","1990","Maine","23","Piscataquis","021","Piscataquis County",18264,389,14024,4126,3086,379,459,202,114,,0,3,0,5,37,7,3,19,0,0,0,8,0,0,0,0,9,0,2,2,20,0,17,0,0,0,2,236,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300230","1990","Maine","23","Sagadahoc","023","Sagadahoc County",32703,832,20387,11898,6226,1895,2546,1231,418,,23,2,0,17,87,2,5,155,7,0,20,3,0,0,7,0,27,0,34,86,0,41,126,10,18,0,0,133,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300250","1990","Maine","23","Somerset","025","Somerset County",48813,954,37875,10695,7990,926,1242,537,243,,2,5,0,0,83,3,5,86,6,3,15,15,10,7,0,0,31,0,8,7,14,11,15,2,0,0,0,587,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300270","1990","Maine","23","Waldo","027","Waldo County",32503,515,22996,9278,6969,975,882,452,229,,0,5,0,2,114,0,17,56,0,6,6,3,7,5,0,0,7,0,16,3,0,14,13,2,2,4,1,194,13,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300290","1990","Maine","23","Washington","029","Washington County",33752,1556,25390,7460,5125,852,966,517,902,,0,0,12,6,58,2,4,41,6,6,3,6,0,3,9,1,0,8,0,2,13,19,56,2,3,0,5,1243,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300310","1990","Maine","23","York","031","York County",159716,4871,88542,69924,56684,4503,5745,2992,1250,,12,76,20,37,370,19,35,331,36,13,24,50,9,34,25,6,43,0,66,15,45,67,576,38,9,17,5,2610,154,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400010","1990","Maryland","24","Allegany","001","Allegany County",74169,777,55478,18459,6044,1855,9906,654,232,,0,13,0,0,96,11,6,140,7,0,0,68,0,0,0,7,0,0,14,0,7,7,190,44,0,0,0,75,76,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400030","1990","Maryland","24","Anne Arundel","003","Anne Arundel County",413972,13267,227182,178281,59223,26185,79825,13048,8509,,16,118,59,73,1305,49,131,1655,87,40,137,305,31,169,58,60,237,16,249,223,550,318,4430,187,156,137,208,605,1261,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400050","1990","Maryland","24","Baltimore","005","Baltimore County",659631,32503,478825,175589,74169,23575,70288,7557,5217,,77,321,67,50,1507,250,248,2074,126,79,1313,1708,24,175,246,206,914,143,476,2780,1371,448,10178,1461,84,252,239,1017,3738,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400090","1990","Maryland","24","Calvert","009","Calvert County",50525,847,26093,24051,5292,2617,14884,1258,381,,12,0,17,7,101,7,38,157,16,8,0,35,0,10,13,0,12,13,12,32,36,24,78,27,8,0,26,71,64,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400110","1990","Maryland","24","Caroline","011","Caroline County",26727,308,18353,8203,2511,518,4873,301,171,,6,4,0,0,41,10,3,33,2,0,12,5,0,2,2,0,0,0,6,14,3,0,78,4,0,0,16,10,40,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400130","1990","Maryland","24","Carroll","013","Carroll County",121817,1555,85855,35117,17288,4420,11957,1452,845,,8,42,5,13,213,13,40,267,29,0,20,112,0,14,6,0,30,20,78,37,63,43,150,23,21,36,10,119,80,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400150","1990","Maryland","24","Cecil","015","Cecil County",70315,1032,32909,36837,13807,2386,19909,735,569,,0,16,4,11,137,22,30,168,66,0,24,59,0,0,43,0,22,0,27,77,13,5,61,16,0,11,31,36,34,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400170","1990","Maryland","24","Charles","017","Charles County",99072,2082,40542,56936,10256,5184,38283,3213,1594,,3,44,9,10,226,22,37,301,19,0,13,76,6,24,0,0,35,3,69,49,65,47,561,41,0,43,10,45,275,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400190","1990","Maryland","24","Dorchester","019","Dorchester County",29848,388,24118,5493,2145,571,2611,166,237,,0,12,29,0,58,0,4,39,6,0,14,0,0,8,0,0,8,0,8,0,2,0,78,7,0,2,5,17,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400210","1990","Maryland","24","Frederick","021","Frederick County",147135,3073,82566,62984,24552,7937,26861,3634,1585,,5,35,36,33,403,52,52,395,67,9,44,56,0,18,14,0,30,7,83,51,83,62,799,64,28,51,60,135,334,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400230","1990","Maryland","24","Garrett","023","Garrett County",28050,88,18374,9621,4378,883,4217,143,55,,0,2,0,0,2,0,0,25,1,0,0,7,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,26,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400250","1990","Maryland","24","Harford","025","Harford County",177112,5020,113030,60953,24174,8434,24647,3698,3129,,17,63,5,0,381,38,101,1002,20,17,107,152,7,121,46,14,74,0,89,33,111,180,1373,99,34,77,60,156,525,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400270","1990","Maryland","24","Howard","027","Howard County",175961,11367,80619,92188,33684,16051,36785,5668,3154,,22,73,24,51,648,35,134,702,107,17,106,215,12,39,89,52,220,114,193,172,1085,302,4351,415,22,68,184,371,1384,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400290","1990","Maryland","24","Kent","029","Kent County",17254,588,11184,5972,2984,503,2269,216,98,,0,0,0,0,14,0,12,36,5,0,2,17,0,0,7,0,0,0,0,0,0,3,10,74,0,0,311,23,31,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400310","1990","Maryland","24","Montgomery","031","Montgomery County",615861,141166,153551,449289,142316,62033,216908,28032,13021,,255,568,237,337,4111,757,2058,4014,608,472,1861,1966,962,443,832,157,1601,416,2088,2590,10850,2311,41616,10313,551,1621,1549,2488,40203,3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400330","1990","Maryland","24","Prince Georges","033","Prince George's County",659459,69809,156146,492795,78843,34748,360384,18820,10518,,66,266,36,59,1710,148,307,1916,175,113,323,987,299,102,222,21,230,41,543,543,3118,604,17481,8800,63,672,1718,924,25462,2860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400350","1990","Maryland","24","Queen Anne's","035","Queen Anne's County",33479,474,22708,10564,4103,1437,4667,357,207,,0,0,0,8,106,0,15,64,25,0,0,0,0,0,2,7,0,0,14,0,10,10,54,0,8,10,19,38,53,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400370","1990","Maryland","24","St Mary's","037","St. Mary's County",74431,1543,38184,35370,9280,4929,18181,2980,877,,8,0,7,17,197,5,14,135,5,0,22,20,8,0,0,0,0,0,87,0,89,30,501,31,19,12,54,109,116,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400390","1990","Maryland","24","Somerset","039","Somerset County",23221,219,17758,5399,1876,414,2969,140,64,,0,8,0,0,31,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,12,9,19,21,0,0,9,23,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400410","1990","Maryland","24","Talbot","041","Talbot County",29942,607,20321,9414,4338,1350,3345,381,207,,0,20,6,14,185,7,0,60,0,11,0,14,0,18,12,0,0,0,8,16,24,13,33,9,8,0,25,50,40,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400430","1990","Maryland","24","Washington","043","Washington County",119928,1465,80896,38113,16688,3941,15907,1577,919,,0,14,0,6,178,9,54,226,22,6,14,117,0,1,28,0,5,49,19,38,26,36,287,19,12,4,17,74,143,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400450","1990","Maryland","24","Wicomico","045","Wicomico County",73013,1326,46503,25911,8535,2702,13709,965,599,,0,19,7,0,89,11,0,131,6,18,10,8,0,0,3,0,12,0,30,14,39,44,372,80,2,13,9,97,200,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400470","1990","Maryland","24","Worcester","047","Worcester County",34505,523,22161,12211,3813,1202,6725,471,133,,0,0,0,0,27,12,7,89,0,0,21,36,0,0,11,0,12,0,10,22,12,9,100,33,2,15,8,47,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2405100","1990","Maryland","24","Baltimore City","510","Baltimore city",712547,23467,530071,178373,46515,13693,113028,5137,4103,,60,217,79,13,927,141,238,1398,110,100,1337,1075,15,127,149,173,1119,64,363,1164,1110,294,4533,1405,180,134,74,480,4901,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500010","1990","Massachusetts","25","Barnstable","001","Barnstable County",178109,8496,122656,53480,36065,6800,7328,3287,1973,,117,459,58,109,1291,36,99,605,75,64,240,275,641,55,16,156,133,18,154,182,143,74,369,122,41,74,96,1560,934,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500030","1990","Massachusetts","25","Berkshire","003","Berkshire County",134386,4966,99261,34255,23926,3965,4196,2168,870,,39,126,26,13,454,105,83,409,47,14,100,802,68,70,36,4,342,4,97,80,96,29,614,94,21,30,11,706,320,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500050","1990","Massachusetts","25","Bristol","005","Bristol County",444700,61625,356900,80978,60682,7173,8927,4196,6822,,25,314,129,92,1453,108,252,656,36,37,441,597,44240,69,18,46,464,0,504,220,397,95,2529,2168,37,41,112,2728,2484,1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500070","1990","Massachusetts","25","Dukes","007","Dukes County",11303,336,7016,4198,2813,628,495,262,89,,0,7,0,3,87,0,15,29,0,3,8,5,25,13,0,0,0,0,5,0,0,0,10,5,0,5,2,74,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500090","1990","Massachusetts","25","Essex","009","Essex County",613350,56730,491084,105822,65877,16740,15661,7544,16444,,31,1135,113,204,3115,177,266,1215,146,96,2481,4405,3959,110,200,99,1225,142,393,1992,1082,364,6648,665,156,610,246,6267,16681,2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500110","1990","Massachusetts","25","Franklin","011","Franklin County",68481,1611,49599,18076,12670,2020,2192,1194,806,,0,33,11,10,190,19,23,134,10,9,28,32,8,14,16,11,86,8,49,44,57,27,216,89,13,4,22,324,39,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500130","1990","Massachusetts","25","Hampden","013","Hampden County",427794,28516,313504,89299,59559,8283,17319,4138,24991,,8,1110,35,75,1371,70,197,1130,97,8,465,2143,4073,37,131,31,3044,15,264,1636,476,269,2554,315,80,152,74,4206,3780,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500150","1990","Massachusetts","25","Hampshire","015","Hampshire County",137370,9198,96415,38280,23694,5607,5785,3194,2675,,44,161,46,16,529,47,103,643,65,20,63,154,80,32,37,7,717,21,234,112,1359,324,1877,374,45,51,126,940,665,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500170","1990","Massachusetts","25","Middlesex","017","Middlesex County",1240711,157757,926789,291197,168074,51530,46952,24641,22725,,315,4484,286,652,7804,639,1553,4142,721,430,4812,15267,11925,750,706,276,1597,352,1965,3998,10075,2288,31154,4198,636,971,1021,15206,24504,5030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500190","1990","Massachusetts","25","Nantucket","019","Nantucket County",5773,239,3059,2635,1725,273,457,180,79,,0,15,8,0,30,23,7,38,9,0,8,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,39,11,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500210","1990","Massachusetts","25","Norfolk","021","Norfolk County",562880,53207,444214,112998,69751,18232,17545,7470,5668,,80,3757,109,428,3379,275,458,1773,137,145,1266,3939,2162,146,311,352,1169,291,1008,3169,6008,1226,7579,1513,145,325,144,5784,4507,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500230","1990","Massachusetts","25","Plymouth","023","Plymouth County",414134,21142,347518,61385,36613,8808,11269,4695,5231,,42,861,47,135,1660,91,135,729,151,14,493,1283,1451,41,85,258,280,36,318,290,364,108,1985,3166,55,211,128,2512,3300,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500250","1990","Massachusetts","25","Suffolk","025","Suffolk County",536699,127207,359484,152929,73591,21230,47919,10189,24286,,22,6687,93,157,2678,177,629,1177,300,239,1849,6943,831,312,126,377,1957,168,930,4643,10655,1283,15164,7628,238,1599,1006,3887,47897,7555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
